v1,v2,v3,v4,v5,v6,v7,v8,transaction_amount,is_fraud
0.9533,-0.4512,-0.5146,-0.6775,-2.0605,1.2871,-0.6416,-0.8014,45.1,0
-1.8246,-1.7868,-0.0761,-0.1977,0.5798,0.02,0.5819,-1.2456,60.48,0
-0.6558,1.4344,1.5048,0.8429,1.1004,-1.8259,-0.9487,-0.3111,237.45,0
0.5311,0.1164,0.7503,1.8399,-0.6373,-0.9592,-1.0179,0.9944,297.78,0
2.6111,-0.5743,1.4955,0.0268,1.0611,-0.6885,0.6257,-0.2532,64.79,0
0.5649,0.6131,0.894,0.3121,-1.1685,0.6903,-0.0014,-0.4827,62.47,0
0.0203,-1.8372,0.4602,0.1614,1.9737,0.0075,-0.9427,-0.0507,191.32,0
1.2407,-0.0589,-0.1364,-0.6273,-2.36,0.0705,-0.7099,-1.0753,121.18,0
-0.1928,0.4666,0.0112,0.6742,0.0947,-0.3119,-1.1727,0.2472,118.32,0
1.0213,-0.9869,0.5349,0.9566,0.0166,-0.2986,0.133,-0.4166,151.49,0
1.5527,-0.1578,-0.7518,-0.9842,-1.1018,0.0117,0.8479,1.3066,200.66,0
-1.1216,0.7641,0.2454,0.6111,-1.8397,-1.4836,0.6632,-2.7787,26.15,0
-0.1606,-0.407,1.1715,-1.1967,-0.5771,-0.8984,1.4425,-0.8694,94.08,0
-0.0259,-0.9271,-0.2626,-0.8385,0.0692,-0.2767,-0.5133,0.4661,467.39,0
1.7292,-0.4832,1.4866,-0.2605,1.0198,0.7086,-1.9771,-0.9662,271.6,0
-0.8063,-0.0888,-1.5138,0.3207,0.2295,0.7955,-1.1453,-0.1919,51.24,0
0.2731,1.1721,-1.9793,-2.5577,-0.3993,-1.3786,-0.2366,0.2057,75.33,0
2.6034,0.3101,0.6977,0.2904,-0.0991,-0.2588,0.2942,0.5212,599.83,0
-0.4331,0.5999,1.1845,0.3983,1.7943,-0.7055,-1.838,0.7146,27.79,0
-1.0621,-0.0082,0.6732,-0.1904,1.1522,-0.432,2.0694,2.1222,131.96,0
-1.759,1.3576,0.1672,-0.4439,-0.4351,0.8694,-2.9531,-0.8242,319.24,0
-0.3654,0.9585,-0.8131,0.1406,0.2454,-0.2497,0.268,-1.3449,184.56,0
1.5377,0.1852,-2.0881,-1.3101,-1.0127,0.9341,0.805,-0.3004,8.15,0
-1.6582,0.8912,-0.058,-0.5999,-0.2508,1.0368,0.7312,-0.1279,103.03,0
-0.1441,-1.1843,0.4941,0.7612,0.9902,0.6665,-0.1282,1.552,116.97,0
1.0566,-0.3624,0.715,-0.0405,-1.0912,-2.7968,2.5076,0.073,317.41,0
1.8673,1.5695,-0.6843,1.6094,1.7622,-0.1239,0.0454,-0.0507,516.27,0
0.0835,-0.5959,0.4927,-0.1951,1.3093,-0.8636,-0.4523,-0.6009,319.61,0
-1.593,0.0442,0.3934,-1.4303,0.7771,0.6011,-0.5482,-0.1725,648.84,0
-1.3364,0.4986,0.089,-0.6438,0.8547,-2.2023,0.3467,1.6194,33.48,0
1.0789,-0.8838,-0.4552,-0.647,0.5102,-1.7195,-0.4977,-1.7228,397.45,0
0.6205,-2.7871,2.6523,-1.8492,-0.206,-1.1334,-0.74,0.2844,101.26,0
-1.18,-0.2044,1.7635,2.0938,-1.6609,-0.3544,-1.0344,0.9883,363.25,0
-0.6151,0.5262,-1.0776,0.0969,-1.4764,-0.2339,-1.147,-0.078,273.88,0
0.0631,-0.0115,1.5438,0.0025,-0.6483,0.5877,-0.8163,0.5335,20.71,0
0.5535,0.1155,0.3611,-1.3296,0.554,-0.4862,0.3495,0.92,277.23,0
-0.3995,-0.2608,0.3055,-1.2929,-1.1072,-0.3013,-0.1454,-1.126,129.36,0
1.3845,-2.1777,-0.8422,1.4751,0.912,0.5405,1.2332,-1.9166,44.93,0
-0.2971,-1.2642,1.1631,1.5525,-0.4106,-0.6491,1.0546,1.2161,455.41,0
0.0088,0.1334,0.38,-0.4395,0.9201,-0.8618,0.6266,0.2141,120.6,0
-0.2024,1.4257,1.3914,0.1557,-0.6,1.306,-2.0226,0.4439,203.94,0
0.7974,-1.874,-1.4154,-0.5143,2.1701,1.6774,0.7065,0.3565,1053.31,0
1.493,-0.1832,0.7736,-0.6129,0.0908,-0.8013,0.3223,0.8038,117.59,0
0.5594,0.2324,2.1917,0.635,-0.645,0.5192,-0.2861,1.2668,88.75,0
-1.1634,1.4312,-1.1571,-1.6502,0.1334,-0.4137,-1.5046,0.5258,264.29,0
1.8148,0.0272,-0.1155,-0.8499,1.9514,-0.1503,-1.332,2.4577,340.23,0
-0.7844,0.6178,-0.2217,0.7527,0.8793,-0.3128,0.9496,0.1384,210.3,0
0.0148,1.5656,0.2278,0.0167,0.0735,0.3999,0.6264,-0.7245,167.07,0
-1.8758,-1.1286,1.7212,0.6888,0.0655,1.8688,1.9583,-0.0359,564.67,0
0.5692,-0.2855,0.2045,0.22,1.6015,0.3816,0.0732,-0.6924,527.17,0
1.6381,0.7048,-0.1073,0.7383,0.0487,0.0452,1.2964,-0.8981,84.87,0
1.1742,1.1329,-0.6411,1.5951,0.0453,0.0497,0.099,0.0693,73.05,0
1.165,0.5479,-0.5979,1.5025,0.9395,-0.8279,-0.152,0.5169,248.76,0
-0.7689,-1.3445,-0.7304,0.2423,0.0844,1.8582,0.4831,1.9092,74.77,0
-1.0528,1.4817,2.0471,3.6304,1.282,5.2593,2.7869,-1.2775,385.55,1
-0.3859,-0.1034,-1.0093,-1.8519,0.5207,0.9641,-1.7922,0.3689,247.22,0
-1.4985,2.2895,0.3873,-0.3239,0.9561,0.7023,1.3109,-0.6623,921.01,0
0.2377,0.8196,-0.6846,0.1266,0.1842,0.3584,-1.7075,-0.9247,561.99,0
1.3768,1.1628,0.013,0.7278,0.7454,0.1489,0.1924,0.0982,203.62,0
-0.6075,-1.6491,-0.2875,1.3247,0.4607,2.0178,0.1772,2.4478,35.64,0
-0.5752,-0.3696,0.4632,0.6391,-0.231,0.9489,-0.079,-0.5042,454.19,0
0.0539,0.6302,1.4212,-0.2159,-0.3165,-0.8726,0.33,-0.2971,521.32,0
-0.8319,0.0045,0.3085,-1.687,-0.1893,-0.3031,1.0281,-1.8445,154.15,0
0.3471,-0.0544,-0.4155,0.6648,-0.2005,-0.9132,-0.2665,0.8206,237.72,0
-1.8082,0.4268,-0.2068,0.1298,-0.9117,0.7805,-1.4484,1.2416,612.36,0
0.2718,-0.7373,1.1994,-0.6795,-0.9007,0.2336,-0.686,0.0085,467.37,0
-0.8202,1.5922,0.0757,0.4609,-0.2676,0.6587,1.5788,-0.1313,38.55,0
-2.0735,-1.1986,-0.3754,-0.713,-1.6008,0.8578,0.2598,0.1403,21.51,0
0.3028,0.093,1.0285,1.0657,-0.5227,-0.9231,-2.4991,-0.3462,565.61,0
0.2117,0.7588,-0.0419,0.45,-0.9869,2.5539,-0.2839,0.2036,634.38,0
-0.9162,1.2689,0.0005,-0.1517,0.5918,-1.0049,-1.2892,0.4084,159.78,0
-1.6686,-0.9051,-0.3959,-0.8608,1.467,0.6345,-1.1097,-0.2143,198.35,0
1.6847,2.2026,1.5298,1.6358,2.0204,4.0142,2.9899,2.8727,29.67,1
1.2761,0.5227,-0.1568,0.1131,0.5809,0.7724,-0.5564,1.5347,249.36,0
1.7642,0.3305,-1.2275,1.7725,-1.0181,0.338,-0.2567,-0.4306,34.1,0
1.9259,1.0052,-0.3938,2.1821,-1.0962,-1.4718,-0.4211,-0.7586,255.66,0
-1.7723,-0.984,1.5732,0.8909,1.6237,0.0102,-0.2095,-1.2475,705.09,0
1.7178,-1.4394,0.5557,0.7989,-0.3379,0.1783,0.276,-1.3466,301.81,0
1.2204,-0.6702,-0.8228,0.0161,-0.0387,-0.1859,-0.9586,1.1987,13.7,0
-1.13,-0.0789,0.4052,0.1001,-0.1715,0.3586,1.0791,1.5357,296.1,0
-0.9655,-1.661,0.8194,-0.4744,-0.837,-1.0938,0.423,1.3749,130.98,0
-0.8997,0.4339,-0.3074,-0.7234,0.0532,0.3923,-0.8485,-0.2426,31.6,0
-1.1683,2.0181,-0.7592,-0.0087,-1.16,-1.2982,-0.8744,-0.9705,98.16,0
-1.2633,2.336,-0.8379,0.087,-1.2191,0.0416,-0.1337,-1.4895,275.99,0
-0.1241,0.8724,0.2774,0.4695,-0.7514,0.2562,-0.0963,-0.2035,165.29,0
-1.4422,0.069,-2.1222,-0.0412,-0.4253,1.1372,-0.4254,1.1386,209.71,0
-0.9787,-1.7442,1.4244,0.3982,-0.3338,-0.5214,1.4649,0.5915,27.99,0
-0.5802,-0.6107,-0.7259,1.0439,0.7701,-0.9324,-1.1944,-0.1573,55.62,0
0.5007,-0.4942,1.7828,1.6294,-0.8159,-0.1624,-0.7496,-0.1951,14.79,0
-0.3349,0.1939,0.9573,1.5152,0.2887,0.1178,-1.1073,1.5858,45.4,0
-0.1417,-0.1633,-1.2282,-1.6348,-0.1664,0.3628,0.3055,-0.4813,245.7,0
1.5927,-0.016,0.4003,-0.7508,-1.3705,-0.6104,2.187,0.633,457.05,0
1.165,0.5405,-0.086,-0.0812,-0.3507,0.4442,-0.1703,0.6249,206.38,0
0.8348,0.038,-0.4344,1.3827,0.6523,-0.8295,0.4539,0.8374,140.62,0
0.3465,1.037,-0.1076,-2.2389,1.1477,0.4003,-0.0331,-1.9804,18.34,0
0.9058,0.681,0.4205,1.0159,0.2031,-1.6447,-0.3781,-1.8044,348.46,0
1.2275,1.0391,-0.1351,0.8757,0.8681,-0.0874,-0.6931,-0.6352,12.4,0
1.516,1.1219,-0.5852,-1.3969,0.4598,-2.3174,1.1102,-0.2136,203.37,0
1.3975,-0.4066,1.5628,-1.6559,-1.1968,-0.1467,-0.3708,-0.6671,257.13,0
1.938,0.0518,-1.7378,0.3277,1.2062,0.1564,-0.9016,-0.9911,235.9,0
0.2274,-1.6457,-0.6724,-1.5014,-1.6948,0.1177,0.5603,0.4406,242.65,0
2.0704,-0.5796,1.556,-0.1889,0.8071,0.7342,1.1469,-0.8406,461.93,0
0.0189,0.1768,-0.4832,-0.0158,-1.2153,-0.1698,-0.937,-0.2774,28.11,0
0.0948,0.0102,1.1333,-0.8726,-0.161,-0.2822,-1.7262,0.8589,120.27,0
1.5516,-1.4921,0.9494,0.1187,-1.0183,1.9521,1.8487,-2.0739,500.56,0
-0.9041,-0.718,-0.0533,-1.7414,0.8276,-0.9629,-0.4715,-0.2133,149.11,0
0.2107,0.8636,0.8609,0.1944,-0.2542,-0.4171,0.4209,1.397,201.16,0
1.0278,0.6774,-1.0424,0.0996,-0.9114,0.0966,-0.9075,1.2772,406.64,0
-0.8314,-0.0289,-0.4292,0.7513,-0.4797,0.7585,0.5945,-0.3752,59.78,0
-0.5315,1.8954,-0.3797,-0.8751,-0.9937,-1.7339,1.5326,1.3711,920.82,0
-0.984,-1.598,0.5391,1.4331,-0.3453,-1.1447,-0.4299,0.3941,214.17,0
-0.4461,0.3998,0.574,2.4017,1.1506,-1.6364,-0.3602,-0.2666,262.01,0
-0.4613,0.5118,0.4688,0.6135,1.495,-1.6841,1.5138,1.8504,506.15,0
-1.5292,0.4639,0.539,0.5276,1.6428,2.036,-0.2335,0.6732,255.88,0
0.0634,0.4685,-0.3374,-0.2035,-0.0917,0.4056,0.4321,2.8114,218.53,0
0.7226,-1.815,1.4187,-2.4871,1.0344,-0.6341,0.7055,0.5102,158.77,0
0.5767,0.3615,0.1032,0.0146,0.2317,0.3156,1.1186,0.4765,287.23,0
-0.7742,0.3534,-1.4089,0.7827,1.0493,-0.162,-0.7739,-2.3106,408.65,0
-0.1428,-0.3721,1.11,-0.1667,1.1604,0.206,-0.0885,0.1582,42.07,0
0.723,0.2408,0.3132,1.3524,1.1503,0.2753,2.1454,-0.6282,637.7,0
0.2259,-1.2717,-0.8728,-0.8115,-0.1807,1.9847,-0.9332,-0.977,185.38,0
-1.4197,-0.3546,-1.2461,0.5206,-0.4114,-0.6271,-0.7583,0.2631,347.89,0
0.2445,-1.2385,-0.9118,-0.0609,0.5106,0.2313,-0.8488,-0.2366,23.9,0
0.0409,-0.1271,0.6828,-0.451,-0.2317,0.6194,-0.7736,-0.574,987.15,0
0.3921,0.0325,-0.2596,-2.1146,-1.9468,1.6475,-0.5855,0.9656,370.17,0
0.9913,0.1576,-0.4351,2.8221,-0.9916,0.8812,0.3328,-0.0625,286.17,0
-0.543,0.0818,0.2826,-1.0472,0.1409,0.3989,-1.2732,0.2148,296.08,0
-0.4956,-0.6356,-0.059,-0.1897,2.0607,-0.3839,0.2897,0.4659,25.45,0
-0.2057,-0.4689,0.4188,-1.4543,-0.4998,-0.1024,1.0701,0.3322,938.81,0
-1.2984,0.134,-0.5836,-0.5254,-1.1036,-0.6203,0.0088,0.2353,257.43,0
-0.2897,0.5527,0.1089,1.342,-1.1677,-1.8012,0.361,0.8357,229.29,0
0.9376,-0.6453,-2.5818,0.6882,0.0313,0.4314,-0.2288,-1.1439,415.46,0
-0.0559,1.7691,0.536,-0.9121,-0.728,1.3747,1.1266,0.0281,261.97,0
1.1692,-0.108,-1.1862,-1.0948,0.1247,-1.5965,1.8005,1.0489,143.8,0
-0.475,0.0313,0.0836,1.1056,-0.9525,1.1683,-1.2787,1.1657,46.35,0
0.8467,0.0413,0.2633,-0.1367,0.0522,-0.0436,0.3815,1.74,417.4,0
-0.1453,0.5642,-0.5884,0.1457,0.0081,0.3252,0.35,0.402,269.42,0
-0.1027,1.5727,1.01,0.29,-0.7631,-0.824,1.9738,-1.0099,99.79,0
-1.1307,0.3888,1.6315,-0.4032,0.8504,-0.8371,0.0213,-1.1619,57.35,0
-0.6116,-1.955,0.8636,-0.5502,2.9583,-0.7394,2.1053,0.7484,352.32,0
-0.3982,3.5142,1.182,3.7905,0.7073,4.3022,0.555,-0.5321,32.68,1
0.7671,0.816,-0.1906,-0.3512,1.1333,1.6641,-0.7494,-0.2634,282.68,0
-0.3866,1.1262,0.8858,1.0881,0.1845,-0.4564,-0.0091,-0.4257,324.98,0
-0.8708,1.752,-2.2279,-0.3681,-0.4172,1.1523,1.2983,0.9542,543.4,0
-0.1503,-0.7238,-0.8699,-0.715,0.8241,-0.4881,2.2493,0.416,260.41,0
-0.5402,-0.055,0.134,-0.6164,-0.1288,-1.0056,2.3457,1.0591,223.8,0
-0.5799,0.8517,0.061,1.521,-1.1541,-1.4762,-0.6162,-1.3846,122.46,0
1.856,3.4042,2.828,3.3119,2.8537,0.7337,2.7963,1.9207,207.7,1
-0.8574,0.3351,-0.2887,-0.9048,1.0142,0.099,-0.2281,1.3401,74.91,0
-0.4178,-0.8534,-0.053,-0.396,-0.9886,-1.639,-1.9682,0.7388,228.56,0
-0.7371,1.5554,0.7074,-0.3477,0.4709,-2.0395,-0.5649,0.401,75.5,0
-0.4031,-0.2156,1.0716,-1.8104,1.9669,2.4441,-2.7063,-0.0975,176.62,0
0.2067,-1.4463,0.4926,-0.3309,-0.1666,1.0483,-0.7194,1.3512,149.66,0
2.4112,0.5664,-0.5957,1.9274,-0.3474,0.1325,-0.4871,1.652,255.43,0
-1.7798,-1.0974,-1.7383,0.2722,-1.0845,-1.6903,-0.0419,0.0171,277.82,0
-0.0426,-0.0186,-0.5223,0.241,0.9082,1.1875,1.4123,-1.3148,368.31,0
-1.0283,0.2321,0.7714,-0.2253,0.838,0.816,0.5963,-0.0165,140.19,0
1.5791,0.3278,1.3437,1.5788,-0.5866,0.2749,-0.4249,-1.4822,336.5,0
1.0476,1.0712,-0.3464,-1.1351,-0.8146,0.2876,-1.6459,1.3935,438.31,0
-0.0997,-1.433,-1.1427,-1.2784,1.3069,0.5306,-0.8616,-0.5644,58.17,0
-0.4898,1.1265,-0.3216,0.1109,-0.1986,0.5074,1.0429,0.8356,959.08,0
-0.1272,-0.4852,-1.8567,1.2721,-0.2444,-0.7319,-1.1284,0.7707,352.62,0
0.1367,-1.2965,-2.482,-0.8447,1.8162,1.8554,-0.2618,-0.958,537.63,0
-1.3123,-0.8541,0.8608,0.0776,0.1512,1.0223,-0.7941,-0.5193,302.52,0
0.5856,-1.7598,-1.603,0.4896,-1.949,-0.4468,0.1621,0.4157,181.63,0
1.118,1.7126,-0.3778,0.1838,0.2151,0.6494,0.5374,1.425,388.62,0
-0.4997,0.3297,-0.0862,0.0609,0.732,-0.3432,1.3592,-0.9893,71.87,0
-0.293,-0.5536,-0.7609,-0.7884,1.6783,-0.5526,-2.1294,-1.166,261.15,0
-0.0513,0.8196,0.637,0.8429,-0.4764,0.4089,0.7379,-1.5513,473.13,0
0.6969,-0.1435,-1.8554,0.6747,-0.5652,0.5439,-0.2188,0.238,329.83,0
-0.5323,1.131,-0.2806,1.3724,1.7835,-0.7387,-2.921,1.0445,492.83,0
0.4199,1.9866,0.1003,-1.4888,1.6443,-1.221,-0.5594,0.2717,174.78,0
-0.6504,1.725,-0.7459,0.2145,-0.2291,-0.4508,2.1723,-0.4391,627.62,0
1.468,-0.0598,-1.2136,0.3921,-0.1777,-0.1502,0.4753,0.691,57.53,0
-1.0312,-1.9668,0.1713,0.5264,1.0075,-0.3586,0.7757,0.4858,755.31,0
-0.5594,1.2916,-0.4008,-1.8937,-0.2241,0.4803,0.342,0.3342,292.08,0
0.4799,-0.0018,-0.0684,-1.3211,2.0137,0.5357,0.2089,-0.6245,4.82,0
0.8601,-0.6878,-0.8165,-0.2101,-1.295,-0.9617,0.6447,0.6493,233.74,0
-0.484,-0.3776,-0.9264,0.8724,-1.3813,0.4508,0.6385,0.3165,122.4,0
1.6744,-0.7194,1.3914,-1.0412,0.0728,1.1831,1.1314,-0.4203,167.81,0
-0.3261,-0.1233,0.2527,1.5986,-1.5995,0.8766,-2.5122,1.3937,93.38,0
-1.0852,0.5055,0.7772,1.2872,-0.535,0.9272,1.3609,-1.6432,262.19,0
1.2467,-2.5607,1.9302,-1.3384,0.4951,0.4274,1.1237,-0.3287,507.83,0
-1.3324,0.7305,0.9668,0.5196,-1.0068,-1.0649,0.0972,0.0902,153.22,0
0.6777,0.6811,-0.5725,-1.0217,0.2137,-1.3125,1.2843,0.1574,141.04,0
-0.3659,-1.1052,-1.7621,-0.646,-1.4546,-0.6228,0.7444,-0.3754,229.62,0
1.0221,1.7693,-1.18,-1.2174,0.6171,0.4145,1.2497,-1.6308,110.71,0
1.3958,1.6601,1.4648,0.8812,-1.2822,-0.0084,0.3,-0.0998,546.11,0
-0.7569,-0.3301,-1.8858,-0.3706,1.0236,0.7052,-0.0869,0.2437,605.34,0
0.4397,-1.0827,0.7801,0.3129,-1.2021,-0.224,0.9314,-1.259,305.31,0
1.6476,2.0174,0.8739,1.5413,-1.5392,-1.4214,-0.3216,0.0412,282.57,0
1.1304,-0.9505,-0.046,0.2485,0.9008,-1.6756,-2.2096,0.0381,543.95,0
1.3363,0.0815,-0.0596,0.719,-0.345,-0.2107,-0.9447,1.7288,236.27,0
-0.4772,1.0505,-0.1232,0.6116,0.671,-0.4524,1.0919,-0.759,156.22,0
-0.6253,-0.7657,0.6596,-0.874,0.8225,0.3516,-0.8736,-0.0714,222.08,0
-0.8599,-1.2438,0.6394,0.8058,-0.7871,0.9126,2.0549,1.3467,406.17,0
0.4244,1.9361,-0.8248,-2.8748,-1.0535,0.486,0.0269,-1.2156,149.96,0
-1.106,-1.9387,-1.0024,0.8262,-1.4466,-0.8803,0.418,-1.0274,343.06,0
-1.1252,0.3969,-0.7422,-0.1433,1.708,-1.3982,-0.2795,-1.2746,339.96,0
-0.0103,0.9334,-0.285,-0.1797,-0.0326,1.1065,0.3116,-1.0573,246.7,0
-1.1136,-1.0182,-0.7659,0.1141,0.6208,1.1927,1.045,0.0008,471.47,0
-0.391,-0.4696,-0.6084,0.2765,2.2262,1.3318,1.9419,-0.5677,254.73,0
-0.0354,-1.4819,0.1255,-0.1273,-2.4804,-0.5231,0.4684,-1.0635,98.8,0
-0.5806,-0.2258,-2.3821,-1.1435,0.9483,1.1919,1.4062,0.4409,237.63,0
-0.0956,-1.048,-1.3664,0.1271,-0.7609,0.2466,-1.6195,0.6903,163.35,0
-1.7178,-0.3264,-2.3379,1.7951,0.5969,-0.6357,-1.1096,1.0281,585.85,0
-1.2512,1.3856,-0.3373,-0.9721,0.5447,0.1108,-0.3583,-0.464,179.2,0
-0.1622,-1.6914,-1.0981,-0.478,-0.6723,0.1178,0.5835,2.2696,388.5,0
-1.0057,-0.0653,0.1196,0.2481,0.9378,0.8321,0.195,-0.442,81.32,0
-0.5818,0.4556,0.7841,2.2765,1.4069,0.1879,-0.8914,1.624,284.44,0
-2.2392,-1.4099,-0.251,-0.8038,0.1034,-0.2946,1.1661,-1.0913,241.01,0
0.4069,-0.5048,-2.0051,-0.2365,-1.0644,0.4963,0.8057,-2.1748,123.15,0
-1.9239,-0.2917,1.1043,-0.53,-0.9037,0.8004,-0.2495,-0.4051,160.79,0
1.1165,-0.8358,-0.6627,-1.1905,-0.3674,0.3381,2.1152,0.2178,524.74,0
1.0221,-0.0079,-2.6972,-0.253,-1.3934,-0.6096,1.4519,-2.4345,169.28,0
-0.5058,-0.2913,-0.6747,-0.4475,0.049,-0.8217,0.286,0.2846,351.91,0
-0.0131,-1.0818,-0.7244,0.8501,-1.0291,-0.9337,0.1856,0.8724,234.26,0
0.1763,0.8991,-1.4723,-0.2853,0.8292,0.0656,1.4673,-1.5759,118.43,0
-1.0313,0.1723,0.0994,-0.7086,-0.7944,-0.0898,0.8862,-0.0765,478.78,0
0.0652,-1.1479,0.8202,-1.6341,0.2828,-0.3842,-0.4481,0.172,242.95,0
0.2946,-1.9053,0.1617,-1.3513,-0.3813,0.6045,2.304,-1.078,47.52,0
-0.8641,-0.2403,-0.3271,0.779,0.723,-0.5534,-0.0499,0.2762,828.4,0
0.9277,-0.2523,-0.1341,1.1698,-0.7772,0.6324,-0.6679,0.5759,427.67,0
0.1489,0.4357,0.3575,0.4453,0.9464,-0.4459,0.0876,-0.2936,101.15,0
0.9976,-0.3933,-0.5904,0.8958,-2.4528,0.7348,-0.7131,-0.7146,49.75,0
1.7542,1.0577,-0.0601,-1.6674,0.0856,1.5585,-0.7753,0.0825,68.97,0
1.0526,-0.2073,0.4531,1.4127,-0.95,2.0142,-0.7746,0.9003,513.58,0
-0.6062,1.0512,1.7757,-0.8509,-0.1932,0.3886,-0.8573,0.2703,180.49,0
-2.4484,-0.3256,-0.0037,-0.4472,2.1714,1.8243,1.0328,-0.9253,198.65,0
-0.7105,-0.7901,-0.0256,-0.3606,1.338,-0.1533,-1.2248,-0.8276,334.01,0
1.6401,1.1642,0.1991,-0.2407,0.3904,-0.6406,-0.1777,-1.475,384.34,0
0.5943,0.1696,-0.5756,0.4725,0.0794,-0.605,-0.1779,1.4136,153.32,0
-1.4307,-2.3528,2.868,0.5269,0.1368,0.2786,-1.4313,-0.7949,94.47,0
0.3666,2.722,3.9374,2.4479,3.9604,1.0216,1.6255,0.6096,109.85,1
-0.708,0.4102,-0.0825,-1.3755,0.8472,-0.4803,1.5921,-1.403,289.39,0
0.6475,-2.5554,0.1883,0.6042,0.5472,-1.1959,0.7731,0.0093,226.12,0
0.7904,1.4897,-0.5567,0.5535,0.4322,0.0081,-1.5266,-1.3016,286.13,0
0.4286,-0.269,0.5307,0.4417,-0.6083,0.6328,-0.4979,-0.4329,78.75,0
-0.1563,0.608,-1.7618,-0.3518,-0.8464,2.4755,-0.6668,0.0733,618.23,0
-0.8638,0.4078,-0.5171,-0.9607,2.1031,1.0668,0.3455,-0.3918,221.88,0
-2.7689,0.2409,0.8098,-0.9117,-0.4707,0.9237,-1.7502,-1.3216,181.46,0
-1.6189,-0.8286,0.2873,0.6208,0.4374,1.1757,-1.7631,1.1883,606.23,0
0.0516,-1.147,0.4288,1.1314,-0.0792,-0.2026,0.3734,-2.0285,37.0,0
1.8395,-0.9704,-0.1827,-1.9071,0.5588,0.8482,-0.9956,1.4351,173.66,0
0.9702,-0.7973,-0.5456,-0.9887,-0.6564,-1.3991,-0.1382,0.6331,26.03,0
0.281,0.3799,-1.4424,0.0614,-0.0563,-1.0242,-0.2215,0.4358,307.25,0
-0.9869,-0.066,-0.0044,1.6892,0.5933,2.3626,-2.1595,-1.217,24.46,0
-1.1237,-1.1297,-2.0985,-3.1195,-0.1318,2.3202,1.7968,-0.9782,6.26,0
-0.6057,0.4395,-0.8884,-0.5769,-0.5529,-0.2922,-0.5152,0.8528,72.01,0
-0.0298,-0.6412,1.3792,1.6405,-0.0992,1.1711,1.6506,-0.0329,30.59,0
-1.5236,0.6211,-1.3951,-1.0749,-0.1017,-0.4122,0.8857,0.0605,441.54,0
1.1838,1.5226,-0.0802,-0.2138,0.1405,-2.4119,0.2804,0.7204,257.34,0
-1.1451,1.366,0.8823,-0.2849,0.3522,0.3897,2.3429,0.8726,108.86,0
-1.0546,0.0698,2.4303,-0.4882,-0.0028,-1.312,1.2434,0.8747,146.84,0
0.986,0.1172,0.121,0.2051,-1.6931,0.3918,0.1599,0.8929,82.61,0
1.428,1.1772,0.7643,1.7634,-1.437,1.3703,-0.9912,-0.5643,410.49,0
2.3522,-1.538,-2.0292,-0.0589,-1.1345,-0.0388,-0.0737,-0.1958,331.18,0
-0.5386,-1.6276,0.808,-0.5773,1.0626,-0.0184,-0.2772,1.3632,290.38,0
-1.0586,-2.0846,-0.1365,1.4477,1.6747,0.3554,1.962,-0.0429,253.49,0
0.7644,-0.0029,-0.6861,0.1998,-1.6828,-1.6353,-1.1202,0.3495,32.63,0
0.9287,0.5968,-0.3213,0.4898,1.4325,0.083,1.9017,-1.4994,284.31,0
3.1167,0.325,-1.3023,-0.1959,-0.9748,-0.3959,-0.4026,-0.587,20.37,0
1.5118,0.5443,-0.1625,-1.0258,-0.7134,0.0066,0.2759,0.5656,53.46,0
-0.3532,-1.0591,0.2414,-2.6635,0.2725,0.3154,-0.2176,-0.0924,611.48,0
-0.1336,1.2197,0.9089,-1.1388,-0.6807,0.4748,0.3534,-1.0504,192.41,0
2.8833,-2.5042,0.2331,0.2716,-0.2281,-0.2045,0.0914,-0.252,251.94,0
0.1188,-1.3617,0.22,-0.79,1.6305,-1.6061,0.3845,-0.8742,212.25,0
1.7433,0.6583,-0.7636,-1.2268,-0.5157,-0.3154,2.0491,-0.1883,342.02,0
-0.6774,-0.5635,-0.121,1.4437,1.6938,0.7938,0.331,1.3354,611.47,0
-0.2237,1.3046,1.1198,0.8198,-0.0392,1.2296,-0.0526,0.678,380.97,0
0.4712,-0.0974,0.435,0.3394,-0.4259,-1.4587,-1.5458,3.0267,273.6,0
1.2331,1.3805,0.5298,-0.0829,0.7946,-1.1445,-1.8447,0.4366,19.24,0
0.1518,-0.2839,0.7279,0.5194,-0.3735,0.4784,-0.4126,0.4574,152.55,0
0.0426,0.202,0.1801,-0.0722,-1.0331,-0.7304,-0.3947,2.0652,53.15,0
0.8923,1.3885,1.4513,-0.1256,0.3879,0.7746,-1.1491,-1.127,879.9,0
-0.34,1.0371,1.2598,1.084,-0.1682,-2.1398,-0.1482,-0.758,24.68,0
1.5548,0.1406,-1.5126,0.3757,1.8591,0.4757,1.185,-0.4852,106.99,0
0.981,0.9706,2.2119,-0.7637,1.5974,1.5913,-0.2323,0.4736,60.07,0
-1.5097,0.6291,-0.7082,-0.2103,-0.1462,-0.2207,-0.2871,-0.4444,189.51,0
0.2873,-0.0639,0.3609,-0.4092,-0.5919,-0.2419,-0.4642,2.1805,534.71,0
0.2473,-0.1841,-0.3915,1.296,-0.7331,-1.3948,0.7957,-1.4204,154.46,0
-1.7567,-0.9243,-1.2775,-0.1317,0.2073,-0.5032,0.777,0.0788,54.3,0
1.221,-0.4572,-0.4106,-0.3731,-0.065,-1.5736,-0.5393,0.2304,202.17,0
